0.007812 1.111747 -0.037949 0.000000 0.056724 -0.018974 0.000000
0.007812 -1.539920 2.478912 0.000000 -0.769960 0.739456 0.000000
0.007812 1.001702 -0.000569 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.023099 1.022184 0.000000 -0.769960 0.739456 0.000000
0.007812 1.001702 -0.000569 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.023099 1.022184 0.000000 -0.769960 0.739456 0.000000
0.007812 1.001702 -0.000569 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.023099 1.022184 0.000000 -0.769960 0.739456 0.000000
0.007812 1.002836 -0.000949 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.046198 1.051762 0.000000 -0.769960 0.739456 0.000000
0.007812 1.002836 -0.000949 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.046198 1.051762 0.000000 -0.769960 0.739456 0.000000
0.007812 1.002836 -0.000949 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.046198 1.051762 0.000000 -0.769960 0.739456 0.000000
0.007812 1.004538 -0.001518 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.069296 1.073946 0.000000 -0.769960 0.739456 0.000000
0.007812 1.004538 -0.001518 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.069296 1.073946 0.000000 -0.769960 0.739456 0.000000
0.007812 1.004538 -0.001518 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.069296 1.073946 0.000000 -0.769960 0.739456 0.000000
0.007812 1.005672 -0.001897 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.092395 1.096129 0.000000 -0.769960 0.739456 0.000000
0.007812 1.005672 -0.001897 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.092395 1.096129 0.000000 -0.769960 0.739456 0.000000
0.007812 1.005672 -0.001897 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.092395 1.096129 0.000000 -0.769960 0.739456 0.000000
0.007812 1.007374 -0.002467 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.115494 1.118313 0.000000 -0.769960 0.739456 0.000000
0.007812 1.007374 -0.002467 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.115494 1.118313 0.000000 -0.769960 0.739456 0.000000
0.007812 1.007374 -0.002467 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.115494 1.118313 0.000000 -0.769960 0.739456 0.000000
0.007812 1.009076 -0.003036 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.138593 1.140497 0.000000 -0.769960 0.739456 0.000000
0.007812 1.009076 -0.003036 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.138593 1.140497 0.000000 -0.769960 0.739456 0.000000
0.007812 1.009076 -0.003036 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.138593 1.140497 0.000000 -0.769960 0.739456 0.000000
0.007812 1.010778 -0.003605 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.161692 1.162680 0.000000 -0.769960 0.739456 0.000000
0.007812 1.010778 -0.003605 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.169391 1.170075 0.000000 -0.769960 0.739456 0.000000
0.007812 1.010778 -0.003605 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.169391 1.170075 0.000000 -0.769960 0.739456 0.000000
0.007812 1.011345 -0.003795 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.169391 1.177469 0.000000 -0.769960 0.739456 0.000000
0.007812 1.013047 -0.004364 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.192490 1.192259 0.000000 -0.769960 0.739456 0.000000
0.007812 1.013047 -0.004364 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.192490 1.192259 0.000000 -0.769960 0.739456 0.000000
0.007812 1.013047 -0.004364 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.192490 1.192259 0.000000 -0.769960 0.739456 0.000000
0.007812 1.014748 -0.004933 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.215589 1.214442 0.000000 -0.769960 0.739456 0.000000
0.007812 1.014748 -0.004933 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.215589 1.214442 0.000000 -0.769960 0.739456 0.000000
0.007812 1.014748 -0.004933 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.215589 1.214442 0.000000 -0.769960 0.739456 0.000000
0.007812 1.015883 -0.005503 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.238688 1.236626 0.000000 -0.769960 0.739456 0.000000
0.007812 1.016450 -0.005503 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.238688 1.236626 0.000000 -0.769960 0.739456 0.000000
0.007812 1.016450 -0.005503 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.246387 1.244020 0.000000 -0.769960 0.739456 0.000000
0.007812 1.017585 -0.005882 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.254087 1.251415 0.000000 -0.769960 0.739456 0.000000
0.007812 1.017585 -0.005882 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.254087 1.251415 0.000000 -0.769960 0.739456 0.000000
0.007812 1.019286 -0.006451 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.277186 1.273599 0.000000 -0.769960 0.739456 0.000000
0.007812 1.019286 -0.006451 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.277186 1.273599 0.000000 -0.769960 0.739456 0.000000
0.007812 1.019286 -0.006451 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.277186 1.273599 0.000000 -0.769960 0.739456 0.000000
0.007812 1.020988 -0.007020 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.300284 1.295782 0.000000 -0.769960 0.739456 0.000000
0.007812 1.020988 -0.007020 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.300284 1.295782 0.000000 -0.769960 0.739456 0.000000
0.007812 1.020988 -0.007020 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.300284 1.295782 0.000000 -0.769960 0.739456 0.000000
0.007812 1.022123 -0.007590 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.323383 1.317966 0.000000 -0.769960 0.739456 0.000000
0.007812 1.022123 -0.007590 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.323383 1.317966 0.000000 -0.769960 0.739456 0.000000
0.007812 1.022123 -0.007590 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.338782 1.332755 0.000000 -0.769960 0.739456 0.000000
0.007812 1.023257 -0.007969 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.346482 1.340150 0.000000 -0.769960 0.739456 0.000000
0.007812 1.023257 -0.007969 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.346482 1.340150 0.000000 -0.769960 0.739456 0.000000
0.007812 1.023824 -0.008159 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.346482 1.354939 0.000000 -0.769960 0.739456 0.000000
0.007812 1.025526 -0.008728 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.369581 1.362333 0.000000 -0.769960 0.739456 0.000000
0.007812 1.025526 -0.008728 0.000000 0.056724 -0.018974 0.000000
0.007812 -0.369581 1.362333 0.000000 -0.769960 0.739456 0.000000
0.007812 1.025526 -0.008728 0.000000 0.056724 -0.018974 0.000000
